"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1991",13819.7,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1992",13501.3,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1993",13231.2,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1994",13142.1,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1995",12899.5,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1996",12793.3,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1997",12729.5,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1998",12919,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","1999",12841.8,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2000",12521.9,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",12733.5,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",13035.9,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",13298.3,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",13231,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",13072.1,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",13018.8,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2007",12743,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2008",13082.7,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2009",13090.7,
"USA","HOSPITALDISCHARGE","TOT","100000HAB","A","2010",12549.5,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",10091.4,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",10191.4,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",10086.4,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",10159.4,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",10058.1,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",10019.1,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2007",9885.5,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2008",9633.3,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2009",9964.2,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2010",9516.4,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2011",9554.9,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2012",9576.3,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",9494.3,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",9333.2,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",9298.4,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",9012.2,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",8888.3,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",8903.9,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",8564.9,
"CHL","HOSPITALDISCHARGE","TOT","100000HAB","A","2020",5608.1,"P"
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2000",19554.3,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",18984.9,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",18439,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",18307.2,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",18511.6,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",17705.2,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",18178,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2007",18336.8,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2008",18365.3,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2009",17566.8,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2010",17560.5,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2011",17515.9,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2012",17264,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",17147.2,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",16908.6,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",16532.3,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",16014.9,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",15638.7,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",15588.4,
"EST","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",15393.6,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2000",17078.7,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",17420.3,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",17293.5,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",17274.7,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",17099.9,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",17056.9,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",17125.9,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2007",16878.6,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2008",16814.9,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2009",16614.9,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2010",16822.9,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2011",16203.1,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2012",16244.3,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",15993.6,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",15844.2,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",15760.3,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",15477.1,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",15327,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",15234.3,
"ISR","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",15046.7,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1986",24912.6,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1987",25336.4,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1988",25162.8,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1989",23873.8,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1990",22758.9,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1991",21772.4,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1992",20939.7,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1993",21589.9,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1994",21401.7,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1995",21126.4,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1996",20429.7,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1997",20245.1,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1998",20440.1,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","1999",20689.8,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2000",21640.9,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",22124.8,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",22407.6,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",22640.6,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",22113.5,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",22195.4,
"RUS","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",23667,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","1997",14260.6,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","1998",15284.2,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","1999",15614,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2000",15669.9,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",15101.8,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",14392.2,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",14739.7,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",16075.7,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",15971.4,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",16674,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2007",16836.6,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2008",16901.1,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2009",17365.4,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2010",17132.2,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2011",17448.8,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2012",17106.8,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",18150.5,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",18405.5,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",18456.8,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",18258.4,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",17612.9,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",17495.3,
"SVN","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",17301.5,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",17183.3,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",15933.3,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",16035.6,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",17289.3,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",16553.4,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",16352.7,
"LVA","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",16164.9,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2012",23516.9,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",23182.4,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",22956,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",23064.8,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",22822.3,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",22511.3,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",22235.7,
"LTU","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",22025,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","1997",8020.6,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","1998",7834.5,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","1999",7828.3,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2000",7565.3,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2001",7472.3,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2002",7254.9,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2003",7219,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2004",6932.5,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2005",6714.3,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2006",6432.4,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2007",6445.5,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2008",6314.7,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2009",6177.1,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2010",6043.6,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2011",5962.9,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2012",5955.1,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2013",5779.3,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2014",5634.3,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2015",5506.9,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2016",5423.9,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2017",5318,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2018",5083.6,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2019",5009.6,
"CRI","HOSPITALDISCHARGE","TOT","100000HAB","A","2020",3964,
