"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",20.55,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",20.49,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",20.2,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",20.14,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",19.61,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",19.66,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",18.58,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",18.59,
"ITA","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",18.95,
"JPN","MAMMOMACHINE","TOT","1000000HAB","A","2008",29.61,
"JPN","MAMMOMACHINE","TOT","1000000HAB","A","2011",31.57,
"JPN","MAMMOMACHINE","TOT","1000000HAB","A","2014",33.04,
"JPN","MAMMOMACHINE","TOT","1000000HAB","A","2017",34.32,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2000",13.25,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2001",13.53,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2002",19.41,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2003",24.76,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2004",27.14,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2005",28.81,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2006",33.98,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2007",41.7,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2008",46.87,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2009",49.36,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2010",48.71,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2011",51.95,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2012",54.6,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2013",55.46,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2014",54.03,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2015",54.65,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2016",57.85,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2017",59.64,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2018",61.6,
"KOR","MAMMOMACHINE","TOT","1000000HAB","A","2019",63.39,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2008",26.07,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2009",27.66,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2010",27.83,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2011",30.06,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2012",31.61,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2013",32.5,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2014",31.81,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2015",32.36,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2016",34.87,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2017",36.35,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2018",38.46,
"KOR","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2019",40.32,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2008",20.79,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2009",21.7,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2010",20.89,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",21.89,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",22.99,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",22.96,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",22.23,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",22.29,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",22.98,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",23.29,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",23.14,
"KOR","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",23.07,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1992",25.5,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1993",25.16,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1994",24.82,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1995",24.47,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1996",24.14,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1997",23.84,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1998",23.55,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","1999",23.23,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2000",22.92,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2001",22.65,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2002",22.41,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2003",22.14,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2004",21.83,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2005",21.5,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2006",21.16,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2007",22.92,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2008",22.51,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2009",20.09,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2010",19.73,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2011",15.43,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2012",13.18,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2013",12.88,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2014",12.58,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2015",12.29,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2016",12,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2017",11.74,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2018",11.51,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2019",11.29,
"LUX","MAMMOMACHINE","TOT","1000000HAB","A","2020",11.13,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2005",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2006",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2007",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2008",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2009",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2010",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2011",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2012",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2013",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2014",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2015",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2016",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2017",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2018",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2019",0,
"LUX","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2020",0,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2005",21.5,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2006",21.16,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2007",22.92,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2008",22.51,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2009",20.09,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2010",19.73,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",15.43,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",13.18,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",12.88,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",12.58,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",12.29,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",12,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",11.74,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",11.51,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",11.29,
"LUX","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2020",11.13,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2001",2.82,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2002",3.39,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2003",3.78,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2004",3.76,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2005",3.91,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2006",4.42,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2007",4.95,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2008",5.7,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2009",6.13,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2010",7.04,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2011",7.46,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2012",9.08,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2013",9.24,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2014",9.56,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2015",9.84,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2016",9.78,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2017",9.97,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2018",9.66,
"MEX","MAMMOMACHINE","TOT","1000000HAB","A","2019",10.45,
"NLD","MAMMOMACHINE","TOT","1000000HAB","A","2005",3.86,
"NLD","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2005",3.86,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","1997",17.19,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","1998",19.4,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","1999",19.3,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2001",22.94,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2002",25.07,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2003",22.35,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2004",23,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2007",27.7,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2008",26.76,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2009",26.5,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2010",25.28,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2011",25.09,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2012",24.95,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2013",25.44,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2014",24.13,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2015",21.91,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2016",22.49,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2017",21.19,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2018",19.79,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2019",19.48,
"NZL","MAMMOMACHINE","TOT","1000000HAB","A","2020",22.38,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","1999",9.98,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2000",10.95,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2001",12.92,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2002",13.6,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2003",14.27,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2004",15.35,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2005",15.9,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2006",15.29,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2007",16.53,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2008",13.43,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2009",14.26,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2010",14.93,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2011",13.29,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2012",12.4,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2013",13.33,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2014",10.81,"B"
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2015",11,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2016",10.24,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2017",9.59,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2018",9.98,
"POL","MAMMOMACHINE","TOT","1000000HAB","A","2019",10.11,"B"
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2011",5.88,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2012",5.36,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2013",6.62,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2014",4.24,"B"
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2015",4.37,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2016",3.71,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2017",3.58,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2018",4.08,
"POL","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2019",4,"B"
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",7.41,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",7.04,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",6.7,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",6.58,"B"
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",6.63,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",6.53,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",6,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",5.9,
"POL","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",6.11,"B"
"PRT","MAMMOMACHINE","TOT","1000000HAB","A","2005",34.85,
"PRT","MAMMOMACHINE","TOT","1000000HAB","A","2006",35.45,
"PRT","MAMMOMACHINE","TOT","1000000HAB","A","2007",35.66,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",10.99,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",10.84,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",10.9,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",11.25,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",11.49,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",11.14,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",11.75,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",12.06,
"PRT","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",12.74,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2003",13.03,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2004",13.03,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2005",13.59,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2006",12.84,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2007",14.51,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2008",14.13,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2009",14.48,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2010",13.54,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2011",14.08,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2012",14.98,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2013",15.7,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2014",17.9,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2015",18.81,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2016",19.15,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2017",19.12,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2018",18.36,
"SVK","MAMMOMACHINE","TOT","1000000HAB","A","2019",16.5,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2003",2.05,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2004",2.05,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2005",2.61,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2006",1.68,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2007",2.98,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2008",2.6,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2009",3.53,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2010",2.97,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2011",3.33,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2012",3.33,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2013",3.51,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2014",5.72,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2015",5.9,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2016",6.44,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2017",6.62,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2018",6.79,
"SVK","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2019",6.6,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2003",10.98,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2004",10.98,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2005",10.98,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2006",11.17,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2007",11.54,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2008",11.53,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2009",10.95,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2010",10.57,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",10.74,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",11.65,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",12.19,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",12.18,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",12.91,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",12.71,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",12.5,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",11.57,
"SVK","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",9.9,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2010",14.56,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2011",15.02,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2012",15.44,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2013",15.87,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2014",16.01,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2015",16.26,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2016",16.24,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2017",16.18,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2018",16.24,
"ESP","MAMMOMACHINE","TOT","1000000HAB","A","2019",16.48,"P"
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2010",2.1,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2011",2.29,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2012",2.67,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2013",2.77,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2014",2.69,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2015",2.67,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2016",2.78,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2017",2.68,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2018",2.63,
"ESP","MAMMOMACHINE","INAMBULATORY","1000000HAB","A","2019",2.74,"P"
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2003",9.96,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2004",10.13,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2006",9.28,"B"
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2007",10.64,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2008",10.71,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2009",10.96,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2010",12.45,"B"
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2011",12.73,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2012",12.76,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2013",13.11,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2014",13.32,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2015",13.59,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2016",13.47,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2017",13.5,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2018",13.61,
"ESP","MAMMOMACHINE","INHOSPITAL","1000000HAB","A","2019",13.75,"P"
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2007",32.05,"E"
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2008",32.69,"E"
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2009",33.19,"E"
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2010",33.1,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2011",32.73,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2012",32.89,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2013",33.13,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2014",28.33,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2015",28.25,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2016",28.78,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2017",28.75,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2018",29.01,
"CHE","MAMMOMACHINE","TOT","1000000HAB","A","2019",29.27,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2009",9.27,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2010",8.72,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2011",9.79,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2012",12.45,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2013",11.88,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2014",11.7,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2015",11.46,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2016",11.74,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2017",11.79,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2018",11.87,
"TUR","MAMMOMACHINE","TOT","1000000HAB","A","2019",11.64,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","1995",4.96,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","1996",5.17,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","1997",5.18,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","1998",5.42,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","1999",5.76,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2000",6.15,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2001",6.63,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2002",7.28,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2003",7.85,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2004",8.14,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2005",8.41,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2006",8.38,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2007",8.37,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2008",8.82,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2009",8.8,
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2010",10.09,"B"
"GBR","MAMMOMACHINE","TOT","1000000HAB","A","2011",10.02,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2000",45.92,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2001",46.23,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2002",45.8,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2003",46.99,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2004",46.62,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2005",46.1,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2006",45.44,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2007",44.97,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2008",44.08,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2009",41.77,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2010",40.23,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2011",39.48,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2012",39.75,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2013",41.17,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2014",43.34,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2015",47.26,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2016",51.77,
"USA","MAMMOMACHINE","TOT","1000000HAB","A","2017",55.57,
